,precip,binary,month,year
102,2.5,0,1,1901
103,2.4,0,1,1901
104,1.4,0,1,1901
105,0.0,0,1,1901
106,0.0,0,1,1901
107,1.6,0,1,1901
108,2.9,0,1,1901
109,1.9,0,1,1901
110,0.0,0,1,1901
111,0.5,0,1,1901
112,8.6,1,1,1901
113,0.8,0,1,1901
114,1.4,0,1,1901
115,0.1,0,1,1901
116,6.0,1,1,1901
0,0.0,0,2,1902
1,0.0,0,2,1902
2,1.3,0,2,1902
3,2.9,0,2,1902
4,4.8,0,2,1902
5,39.1,1,2,1902
6,24.5,1,2,1902
7,0.2,0,2,1902
8,6.5,1,2,1902
9,0.2,0,2,1902
10,0.3,0,2,1902
11,0.0,0,2,1902
12,8.5,1,2,1902
13,1.8,0,2,1902
14,19.7,1,2,1902
15,0.3,0,2,1902
16,1.2,0,2,1902
17,0.0,0,2,1902
18,1.6,0,2,1902
19,1.5,0,2,1902
20,0.0,0,2,1902
21,0.6,0,2,1902
22,4.9,1,2,1902
23,2.2,0,2,1902
24,0.0,0,2,1902
25,0.3,0,2,1902
26,7.7,1,2,1902
27,0.8,0,2,1902
28,0.0,0,2,1902
29,1.2,0,2,1902
30,1.1,0,2,1902
31,0.2,0,2,1902
32,7.6,1,2,1902
33,0.0,0,2,1902
34,2.7,0,2,1902
35,4.6,0,2,1902
36,25.5,1,2,1902
37,0.5,0,2,1902
38,25.0,1,2,1902
39,8.5,1,2,1902
40,0.5,0,2,1902
41,12.2,1,2,1902
42,0.0,0,2,1902
43,5.7,1,2,1902
44,0.0,0,2,1902
45,1.1,0,2,1902
46,1.5,0,2,1902
47,15.4,1,2,1902
48,2.9,0,2,1902
49,0.3,0,2,1902
50,0.0,0,2,1902
51,3.7,0,2,1902
52,0.0,0,2,1902
53,13.4,1,2,1902
54,2.1,0,2,1902
55,0.2,0,2,1902
56,0.0,0,2,1902
57,0.0,0,2,1902
58,2.8,0,2,1902
59,0.0,0,2,1902
60,12.5,1,2,1902
61,0.2,0,2,1902
62,0.6,0,2,1902
63,0.3,0,2,1902
64,1.3,0,2,1902
65,11.4,1,2,1902
66,0.0,0,2,1902
67,6.2,1,2,1902
68,1.2,0,2,1902
69,18.4,1,2,1902
70,0.4,0,2,1902
71,0.8,0,2,1902
72,0.4,0,2,1902
73,0.0,0,2,1902
74,0.3,0,2,1902
75,4.7,0,2,1902
76,0.6,0,2,1902
77,11.6,1,2,1902
78,25.5,1,2,1902
79,0.1,0,2,1902
80,2.6,0,2,1902
81,4.0,0,2,1902
82,0.8,0,2,1902
83,2.8,0,2,1902
84,0.0,0,2,1902
85,10.4,1,2,1902
86,0.5,0,2,1902
87,0.5,0,2,1902
88,0.0,0,2,1902
89,25.2,1,2,1902
90,4.0,0,2,1902
91,7.4,1,2,1902
92,3.3,0,2,1902
93,0.3,0,2,1902
94,8.0,1,2,1902
95,3.2,0,2,1902
96,0.2,0,2,1902
97,8.7,1,2,1902
98,3.1,0,2,1902
99,0.5,0,2,1902
100,1.1,0,2,1902
101,2.6,0,2,1902
102,21.2,1,2,1902
103,0.0,0,2,1902
104,14.2,1,2,1902
105,0.0,0,2,1902
106,34.9,1,2,1902
107,0.2,0,2,1902
108,2.8,0,2,1902
109,1.7,0,2,1902
110,11.8,1,2,1902
111,0.0,0,2,1902
112,21.8,1,2,1902
113,2.2,0,2,1902
114,0.9,0,2,1902
115,1.6,0,2,1902
116,0.3,0,2,1902
0,1.1,0,3,1903
1,0.0,0,3,1903
2,5.5,1,3,1903
3,16.3,1,3,1903
4,0.7,0,3,1903
5,7.8,1,3,1903
6,6.3,1,3,1903
7,0.0,0,3,1903
8,0.0,0,3,1903
9,0.0,0,3,1903
10,37.3,1,3,1903
11,0.1,0,3,1903
12,2.7,0,3,1903
13,0.1,0,3,1903
14,15.4,1,3,1903
15,0.2,0,3,1903
16,1.1,0,3,1903
17,2.7,0,3,1903
18,0.7,0,3,1903
19,0.9,0,3,1903
20,0.0,0,3,1903
21,0.0,0,3,1903
22,0.7,0,3,1903
23,0.1,0,3,1903
24,0.0,0,3,1903
25,19.4,1,3,1903
26,0.0,0,3,1903
27,1.0,0,3,1903
28,0.0,0,3,1903
29,0.7,0,3,1903
30,1.3,0,3,1903
31,6.3,1,3,1903
32,4.0,0,3,1903
33,8.2,1,3,1903
34,2.5,0,3,1903
35,1.8,0,3,1903
36,0.7,0,3,1903
37,0.0,0,3,1903
38,7.8,1,3,1903
39,6.8,1,3,1903
40,1.2,0,3,1903
41,0.0,0,3,1903
42,0.1,0,3,1903
43,9.7,1,3,1903
44,0.6,0,3,1903
45,0.0,0,3,1903
46,0.2,0,3,1903
47,6.7,1,3,1903
48,0.0,0,3,1903
49,1.7,0,3,1903
50,6.4,1,3,1903
51,0.5,0,3,1903
52,0.0,0,3,1903
53,0.6,0,3,1903
54,3.3,0,3,1903
55,6.1,1,3,1903
56,5.1,1,3,1903
57,0.3,0,3,1903
58,0.8,0,3,1903
59,3.0,0,3,1903
60,0.2,0,3,1903
61,7.8,1,3,1903
62,5.7,1,3,1903
63,0.5,0,3,1903
64,3.2,0,3,1903
65,1.5,0,3,1903
66,59.0,1,3,1903
67,2.9,0,3,1903
68,1.1,0,3,1903
69,2.3,0,3,1903
70,0.2,0,3,1903
71,0.0,0,3,1903
72,0.0,0,3,1903
73,0.0,0,3,1903
74,0.8,0,3,1903
75,0.4,0,3,1903
76,0.1,0,3,1903
77,4.4,1,3,1903
78,1.7,0,3,1903
79,5.4,1,3,1903
80,7.3,1,3,1903
81,12.3,1,3,1903
82,2.1,0,3,1903
83,0.1,0,3,1903
84,0.6,0,3,1903
85,2.4,0,3,1903
86,5.7,1,3,1903
87,6.9,1,3,1903
88,1.3,0,3,1903
89,0.2,0,3,1903
90,0.0,0,3,1903
91,1.3,0,3,1903
92,2.0,0,3,1903
93,0.4,0,3,1903
94,2.2,0,3,1903
95,2.5,0,3,1903
96,5.5,1,3,1903
97,4.5,1,3,1903
98,0.2,0,3,1903
99,0.3,0,3,1903
100,0.1,0,3,1903
101,1.0,0,3,1903
102,0.8,0,3,1903
103,0.0,0,3,1903
104,8.7,1,3,1903
105,16.9,1,3,1903
106,22.0,1,3,1903
107,0.8,0,3,1903
108,5.3,1,3,1903
109,0.6,0,3,1903
110,1.5,0,3,1903
111,0.0,0,3,1903
112,4.2,1,3,1903
113,4.7,1,3,1903
114,30.3,1,3,1903
115,6.7,1,3,1903
116,4.2,1,3,1903
0,0.0,0,4,1904
1,0.5,0,4,1904
2,0.0,0,4,1904
3,0.7,0,4,1904
4,1.3,0,4,1904
5,0.0,0,4,1904
6,7.3,1,4,1904
7,3.8,1,4,1904
8,23.7,1,4,1904
9,3.6,1,4,1904
10,1.9,0,4,1904
11,2.2,0,4,1904
12,0.5,0,4,1904
13,8.4,1,4,1904
14,0.1,0,4,1904
15,1.7,0,4,1904
16,12.2,1,4,1904
17,0.5,0,4,1904
18,5.4,1,4,1904
19,1.5,0,4,1904
20,0.0,0,4,1904
21,0.8,0,4,1904
22,0.4,0,4,1904
23,0.5,0,4,1904
24,0.0,0,4,1904
25,0.8,0,4,1904
26,0.1,0,4,1904
27,2.0,0,4,1904
28,1.8,0,4,1904
